X,Y,ID,AGENCY_NAM,PROGRAM_TY,AGENCY_TEL,CBO_SERVIC,SP_EIN,CBO_SP_TEL,SCHOOL_ID,SITE_NAME,SITE_BUILD,SITE_STREE,SITE_BOROU,SITE_ZIP,SETTING,ESTIMATED_,SUMMER,SCHOOL_YEA,WEEKENDS,EVENINGS,ELEMENTARY,MIDDLE_SCH,HIGH_SCHOO,WEEKLY_HOU,ENROLLMENT,ACADEMICS,SPORTS_PHY,ARTS_CULTU,NAME,ADDRESS1,ADDRESS2,XCOORD,YCOORD
-73.923375214113207,40.745753375547118,DOE_DYCD110,DOE,21st Century,212-374-5472,Sunnyside Community Services,510189327,718-482-6053,30Q150,PS 150,40-01,43rd Avenue,Queens,11104.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Sunnyside Comm. Services,40-01 43rd Avenue,"Queens, NY 11104",-73.923375,40.745753
-73.929385984093528,40.743407019956784,DOE_DYCD109,DOE,21st Century,212-374-5472,Sunnyside Community Services,510189327,718-482-6053,24Q610,Aviation HS,45-30,36th Street,Queens,11101.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,No,No,yes,Full-time,0,yes,yes,yes,21st Century - Sunnyside Comm. Services,45-30 36th Street,"Queens, NY 11101",-73.929386,40.743407
-73.918607489533898,40.740497650312406,DOE_DYCD104,DOE,21st Century,212-374-5472,Sunnyside Community Services,510189327,718-482-6053,24Q125,IS 125,46-02,47th Avenue,Queens,11377.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,No,yes,No,Full-time,0,yes,yes,yes,21st Century - Sunnyside Comm. Services,46-02 47th Avenue,"Queens, NY 11377",-73.918607,40.740498
-73.936443025676667,40.742100187921459,DOE_DYCD107,DOE,21st Century,212-374-5472,Sunnyside Community Services,510189327,718-482-6053,24Q560,Robert F. Wagner Jr. HS,47-07,30th Place,Queens,11101.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,No,No,yes,Full-time,0,yes,yes,yes,21st Century - Sunnyside Comm. Services,47-07 30th Place,"Queens, NY 11101",-73.936443,40.742100
-73.874236709262775,40.740746311766074,DOE_DYCD106,DOE,21st Century,212-374-5472,Sunnyside Community Services,510189327,718-482-6053,24Q455,Newtown High School,48-01,90th Street,Queens,11373.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,No,No,yes,Full-time,0,yes,yes,yes,21st Century - Sunnyside Comm. Services,48-01 90th Street,"Queens, NY 11373",-73.874237,40.740746
-73.910767336491105,40.757579156217325,DOE_DYCD111,DOE,21st Century,212-374-5472,Sunnyside Community Services,510189327,718-482-6053,30Q445,William Cullen Bryant HS,48-10,31st Avenue,Queens,11103.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,No,No,yes,Full-time,0,yes,yes,yes,21st Century - Sunnyside Comm. Services,48-10 31st Avenue,"Queens, NY 11103",-73.910767,40.757579
-73.944107327616166,40.790186546676402,DOE_DYCD103,DOE,21st Century,212-374-5472,Supportive Childrens Advocacy Network (SCAN),132912963,212-683-2522,04M495,Park East HS,230-34,East 105th Street,Manhattan,10029.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,No,No,yes,Full-time,0,yes,yes,yes,21st Century - SCAN,230-34 East 105th Street,"Manhattan, NY 10029",-73.944107,40.790187
-73.997035029431274,40.710500836570006,DOE_DYCD121,DOE,21st Century,212-374-5472,YMCA of Greater New York - Chinatown,131624228,212-630-9729,02M126,PS/IS 126,80,Catherine Street,Manhattan,10038.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,Yes,yes,No,Full-time,0,yes,yes,yes,21st Century - YMCA of Greater NY - Chinatown,80 Catherine Street,"Manhattan, NY 10038",-73.997035,40.710501
-73.783385330254205,40.710916187469266,DOE_DYCD497,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,29Q095,PS 95,179-01,90th Avenue,Queens,11432.00000000000,School,275.00000000000,No,Yes,No,No,Yes,No,No,Full-time,275,yes,yes,yes,Virtual Y - YMCA of Greater NY,179-01 90th Avenue,"Queens, NY 11432",-73.783385,40.710916
-73.77796173464256,40.736554887611121,DOE_DYCD491,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,26Q026,PS 26,195-02,69th Avenue,Queens,11365.00000000000,School,50.00000000000,No,Yes,No,No,Yes,No,No,Full-time,50,yes,yes,yes,Virtual Y - YMCA of Greater NY,195-02 69th Avenue,"Queens, NY 11365",-73.777962,40.736555
-73.906125033253375,40.771154726340605,DOE_DYCD501,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,30Q084,PS 84,22-45,41st Street,Queens,11105.00000000000,School,100.00000000000,No,Yes,No,No,Yes,No,No,Full-time,100,yes,yes,yes,Virtual Y - YMCA of Greater NY,22-45 41st Street,"Queens, NY 11105",-73.906125,40.771155
-73.734906966332403,40.652738579950707,DOE_DYCD498,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,29Q195,PS 195,253-50,149th Avenue,Queens,11422.00000000000,School,40.00000000000,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,253-50 149th Avenue,"Queens, NY 11422",-73.734907,40.652739
-73.874899907949072,40.756943392056662,DOE_DYCD500,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,30Q228,PS 228,32-80,93rd Street,Queens,11369.00000000000,School,40.00000000000,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,32-80 93rd Street,"Queens, NY 11369",-73.874900,40.756943
-73.923375214113207,40.745753375547118,DOE_DYCD502,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,30Q150,PS 150,40-01,43rd Avenue,Queens,11104.00000000000,School,40.00000000000,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,40-01 43rd Avenue,"Queens, NY 11104",-73.923375,40.745753
-73.956966960343692,40.744318227680672,DOE_DYCD499,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,30Q078,PS 78,48-09,Center Blvd.,Queens,11101.00000000000,School,50.00000000000,No,Yes,No,No,Yes,No,No,Full-time,50,yes,yes,yes,Virtual Y - YMCA of Greater NY,48-09 Center Blvd.,"Queens, NY 11109",-73.956967,40.744318
-73.829094232192929,40.745245344510764,DOE_DYCD490,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,25Q120,PS 120,58-01,136th Street,Queens,11355.00000000000,School,250.00000000000,No,Yes,No,No,Yes,No,No,Full-time,250,yes,yes,yes,Virtual Y - YMCA of Greater NY,58-01 136th Street,"Queens, NY 11355",-73.829094,40.745245
-73.812918151691932,40.736446491299311,DOE_DYCD489,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,25Q201,PS 201,65-11,155th Street,Queens,11367.00000000000,School,40.00000000000,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,65-11 155th Street,"Queens, NY 11367",-73.812918,40.736446
-73.896729137210428,40.734656619578097,DOE_DYCD486,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,24Q229,PS 229,67-25,51st Road,Queens,11377.00000000000,School,40.00000000000,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,67-25 51st Road,"Queens, NY 11377",-73.896729,40.734657
-73.807406119678575,40.726601855587809,DOE_DYCD488,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,25Q154,PS 154,75-02,162nd Street,Queens,11366.00000000000,School,40.00000000000,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,75-02 162nd Street,"Queens, NY 11366",-73.807406,40.726602
-73.994837397160083,40.604889123085954,DOE_DYCD128,DOE,21st Century,212-374-5472,YMCA of Greater New York - Prospect Park,131624228,212-630-9729,21K690,Brooklyn Studio School,8310,21st Avenue,Brooklyn,11214.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,No,No,yes,Full-time,0,yes,yes,yes,21st Century - YMCA of Greater NY - Prospect Park,8310 21st Avenue,"Brooklyn, NY 11214",-73.994837,40.604889
-73.936415209010661,40.662087291154734,DOE_DYCD241,DOE,Other,212-374-5472,Jackie Robinson Center,,718-773-3456,17K391,IS 391,790,East New York Avenue,Brooklyn,11203.00000000000,School,200.00000000000,No,Yes,No,No,no,yes,No,Full-time,200,yes,yes,yes,Other - Jackie Robinson Center,790 East New York Avenue,"Brooklyn, NY 11203",-73.936415,40.662087
-73.935158540575756,40.675815861553176,DOE_DYCD238,DOE,Other,212-374-5472,Jackie Robinson Center,,718-773-3456,16K243,PS 243,1580,Dean Street,Brooklyn,11213.00000000000,School,200.00000000000,No,Yes,No,No,no,yes,No,Full-time,200,yes,yes,yes,Other - Jackie Robinson Center,1580 Dean Street,"Brooklyn, NY 11213",-73.935159,40.675816
-73.971052465857213,40.690853888121346,DOE_DYCD440,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,13K020,PS 20,225,Adelphi Street,Brooklyn,11205.00000000000,School,200.00000000000,No,Yes,No,No,Yes,No,No,Full-time,200,yes,yes,yes,Virtual Y - YMCA of Greater NY,225 Adelphi Street,"Brooklyn, NY 11205",-73.971052,40.690854
-73.942653003163556,40.792936594265541,DOE_DYCD476,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,04M117,PS 117,240,East 109th Street,Manhattan,10029.00000000000,School,60.00000000000,No,Yes,No,No,Yes,No,No,Full-time,60,yes,yes,yes,Virtual Y - YMCA of Greater NY,240 East 109th Street,"Manhattan, NY 10029",-73.942653,40.792937
-73.940774185520226,40.821262149951757,DOE_DYCD481,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,05M194,PS 194,244,West 144th Street,Manhattan,10030.00000000000,School,60.00000000000,No,Yes,No,No,Yes,No,No,Full-time,60,yes,yes,yes,Virtual Y - YMCA of Greater NY,244 West 144th Street,"Manhattan, NY 10030",-73.940774,40.821262
-73.940021162559347,40.845546022224731,DOE_DYCD484,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,06M173,PS 173,306,Ft. Washington Avenue,Manhattan,10033.00000000000,School,60.00000000000,No,Yes,No,No,Yes,No,No,Full-time,60,yes,yes,yes,Virtual Y - YMCA of Greater NY,306 Ft. Washington Avenue,"Manhattan, NY 10033",-73.940021,40.845546
-73.979232405538482,40.786317178401688,DOE_DYCD485,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,03M811,PS 811,466,West End Avenue,Manhattan,10024.00000000000,School,24.00000000000,No,Yes,No,No,Yes,No,No,Full-time,24,yes,yes,yes,Virtual Y - YMCA of Greater NY,466 West End Avenue,"Manhattan, NY 10024",-73.979232,40.786317
-73.942358552291211,40.831621735056878,DOE_DYCD483,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,06M028,PS 28,475,West 155th Street,Manhattan,10032.00000000000,School,60.00000000000,No,Yes,No,No,Yes,No,No,Full-time,60,yes,yes,yes,Virtual Y - YMCA of Greater NY,475 West 155th Street,"Manhattan, NY 10032",-73.942359,40.831622
-73.946377994491669,40.658723211590178,DOE_DYCD454,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,17K397,PS 397,490,Fenimore Street,Brooklyn,11203.00000000000,School,40.00000000000,No,Yes,No,No,Yes,No,No,Full-time,40,yes,yes,yes,Virtual Y - YMCA of Greater NY,490 Fenimore Street,"Brooklyn, NY 11203",-73.946378,40.658723
-73.962225276521238,40.682218075994179,DYCD28,DYCD,OST,800-246-4646,"Fort Green Senior Citizen Council, Inc.",,718-638-6910,,Young Minds Day Care Ctr.,972,Fulton Street,Brooklyn,11238.00000000000,center,0.00000000000,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Fort Green Senior Citizen Council,972 Fulton Street,"Brooklyn, NY 11238",-73.962225,40.682218
-73.959536177492055,40.710943900782439,DOE_DYCD139,DOE,21st Century,212-374-5472,El Puente de Williamsburg,112614265,718-387-0404,14K685,El Puente Academy,211,South 4th Street,Brooklyn,11211.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,Yes,no,no,Full-time,0,yes,yes,yes,21st Century - El Puente de Williamsburg,211 South 4th Street,"Brooklyn, NY 11211",-73.959536,40.710944
-73.992348550057486,40.729769504315009,DOE_DYCD59,DOE,21st Century,212-374-5472,Hetrick Martin Institute,,212-674-2400,02M586,Harvey Milk School,2-10,Astor Place,Manhattan,10003.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Hetrick Martin Institute,2-10 Astor Place,"Manhattan, NY 10003",-73.992349,40.729770
-73.745663175633311,40.676958658735927,QPL15,QPL,21st Century,718-990-0871,N/A,N/A,N/A,N/A,Laurelton,134-26,225 Street,Queens,11413.00000000000,Library,100.00000000000,yes,yes,no,yes,yes,yes,yes,Part-time,100,yes,no,yes,"QPL, Laurelton Branch, 21st Century Learning Center",134-26 225 Street,"Queens, NY 11413",-73.745663,40.676959
-73.840522608718786,40.886277571039436,DOE_DYCD36,DOE,21st Century,212-374-5472,Baychester Youth Center,,718-325-9484,11X142,MS 142,3750,Baychester Ave,Bronx,10466.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,no,no,yes,Full-time,0,yes,yes,yes,21st Century - Baychester Youth Center,3750 Baychester Ave,"Bronx, NY 10466",-73.840523,40.886278
-73.913019616011397,40.854494440243293,DOE_DYCD144,DOE,21st Century,212-374-5472,Neighborhood Youth & Family Services,,718-299-2340,10X396,PS/MS 396,1930,Andrews Avenue,Bronx,10453.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,Yes,yes,No,Full-time,0,yes,yes,yes,21st Century - Neighborhood Youth & Family Services,1930 Andrews Avenue,"Bronx, NY 10453",-73.913020,40.854494
-73.883840537961305,40.6769507329372,DOE_DYCD158,DYCD,Beacon,800-246-4646,Cypress Hills Local Development,112683663,718-647-2800,19K302,IS 302,350,Linwood Street,Brooklyn,11208.00000000000,School,1350.00000000000,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Cypress Hills Local Dev.,350 Linwood Street,"Brooklyn, NY 11208",-73.883841,40.676951
-73.944301306350567,40.815235657746022,DOE_DYCD11,DOE,21st Century,212-374-5472,Abyssinian Development,,212-238-8055,05M670,Thurgood Marshall Academy for Learning & Social Change,200,West 135th Street,Manhattan,10030.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,21st Century - Abyssinian Dev.,200 West 135th Street,"Manhattan, NY 10030",-73.944301,40.815236
-73.832262701797617,40.874110305360389,DOE_DYCD38,DOE,21st Century,212-374-5472,Baychester Youth Center,,718-325-9484,11X455,Harry S. Truman HS,750,Baychester Avenue,Bronx,10475.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,no,no,yes,Full-time,0,yes,yes,yes,21st Century - Baychester Youth Center,750 Baychester Avenue,"Bronx, NY 10475",-73.832263,40.874110
-73.843925019614332,40.884806494214509,DOE_DYCD35,DOE,21st Century,212-374-5472,Baychester Youth Center,,718-325-9484,11X112,Bronxwood School,1925,Schieffelin Ave,Bronx,10466.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,no,no,yes,Full-time,0,yes,yes,yes,21st Century - Baychester Youth Center,1925 Schieffelin Ave,"Bronx, NY 10466",-73.843925,40.884806
-73.761453633411492,40.593986197498417,DOE_DYCD87,DOE,21st Century,212-374-5472,Queens Library,,718-990-0871,27Q043,IS 43,160,Beach 29th Street,Queens,11691.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,Yes,Yes,No,Full-time,0,yes,yes,yes,21st Century - Queens Borough Public Library,160 Beach 29th Street,"Queens, NY 11691",-73.761454,40.593986
-73.825338149255998,40.584185001272395,DOE_DYCD145,DOE,21st Century,212-374-5472,Rainbow Rhymes Learning Center,,718-325-6121,27Q180,IS 180,320,Beach 104th Street,Queens,11694.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,No,Yes,No,Full-time,0,yes,yes,yes,21st Century - Rainbow Rhymes Learning Center,320 Beach 104th Street,"Queens, NY 11694",-73.825338,40.584185
-73.903967226298207,40.833773129296567,DOE_DYCD167,DYCD,Beacon,800-246-4646,Directions For Our Youth,61308851,212-362-4020,09X219,Dr. Charles R. Drew Educational Complex,3630,3rd Avenue,Bronx,10456.00000000000,School,1350.00000000000,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Directions For Our Youth,3630 3rd Avenue,"Bronx, NY 10456",-73.903967,40.833773
-73.910778653672963,40.680516537299553,DOE_DYCD64,DOE,21st Century,212-374-5472,"Oasis Children's Services, LLC (summer only program)",,718-596-4900,23K073,PS 73,251,McDougal Street,Brooklyn,11233.00000000000,School,0.00000000000,yes,no,unknown,unknown,Yes,No,no,Full-time,0,yes,yes,yes,21st Century - Oasis Children's Services,251 McDougal Street,"Brooklyn, NY 11233",-73.910779,40.680517
-73.986503349063611,40.698285909700616,DOE_DYCD147,DOE,21st Century,212-374-5472,Revelation Performing Arts Studio,,347-386-1819,13K509,Freedom Academy HS,116,Nassau Street,Brooklyn,11201.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,No,No,yes,Full-time,0,yes,yes,yes,21st Century - Revelation Performing Arts Studio,116 Nassau Street,"Brooklyn, NY 11201",-73.986503,40.698286
-73.913954873619431,40.887976944085281,DOE_DYCD149,DOE,21st Century,212-374-5472,Riverdale Comm Ctr,,718-796-4724,10X141,MS/HS 141,660,West 237th Street,Bronx,10463.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,No,yes,yes,Full-time,0,yes,yes,yes,21st Century - Riverdale Comm Ctr,660 West 237th Street,"Bronx, NY 10463",-73.913955,40.887977
-73.961852011053324,40.579886924911783,DOE_DYCD150,DOE,21st Century,212-374-5472,Shorefront YM-YWHA of Brighton - Manhattan Beach,113070228,718-646-1444,21K253,PS 253,601,Oceanview Avenue,Brooklyn,11235.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - Shorefront YM-YWHA of Brighton - Manhattan Beach,601 Oceanview Avenue,"Brooklyn, NY 11235",-73.961852,40.579887
-73.993859975221369,40.594551574257366,DOE_DYCD153,DOE,21st Century,212-374-5472,South Brooklyn Youth Consortium,,718-265-3225,21K281,PS 281,8787,24th Avenue,Brooklyn,11214.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,21st Century - South Brooklyn Youth Consortium,8787 24th Avenue,"Brooklyn, NY 11214",-73.993860,40.594552
-73.910778653672963,40.680516537299553,DOE_DYCD57,DOE,21st Century,212-374-5472,Highbridge Community Life Center,,718-293-6103,23K073,PS 73,251,McDougal Street,Brooklyn,11233.00000000000,School,0.00000000000,unknown,yes,unknown,unknown,Yes,No,yes,Full-time,0,yes,yes,yes,21st Century - Highbridge Comm. Life Center,251 McDougal Street,"Brooklyn, NY 11233",-73.910779,40.680517
-73.871368828981716,40.764932517351895,DYCD190,DYCD,OST,800-246-4646,"Elmcor Youth And Adult Activities, Inc.",,718-651-0096,30Q127,The Aerospace Science Magnet,98-01,25th Avenue,Queens,11369.00000000000,school,0.00000000000,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Elmcor Youth And Adult Activities,98-01 25th Avenue,"Queens, NY 11369",-73.871369,40.764933
-73.816668104382586,40.675218024020516,DYCD266,DYCD,OST,800-246-4646,MercyFirst,,718-848-1532,27Q226,Virgil I. Grissom School,121-10,Rockaway Boulevard,Queens,11420.00000000000,school,0.00000000000,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - MercyFirst,121-10 Rockaway Boulevard,"Queens, NY 11420",-73.816668,40.675218
-73.823984190863811,40.864299060454528,DYCD686,DYCD,OST,800-246-4646,"Mosholu Montefiore Community Center, Inc.",133622107,718-482-5081,11X160,PS 160 WALT DISNEY (X160),4140,HUTCHINSON RIVER PKWY E,Bronx,10475.00000000000,School,125.00000000000,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,125,Yes,Yes,Yes,OST - Mosholu Montefiore Comm. Center,4140 Hutchinson River Pkwy E,"Bronx, NY 10475",-73.823984,40.864299
-73.832262701797617,40.874110305360389,DYCD687,DYCD,OST,800-246-4646,"Mosholu Montefiore Community Center, Inc.",133622107,917-482-5030,11X153,Helen Keller School,650,Baychester Avenue,Bronx,10475.00000000000,school,125.00000000000,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,125,Yes,Yes,Yes,OST - Mosholu Montefiore Comm. Center,650 Baychester Avenue,"Bronx, NY 10475",-73.832263,40.874110
-73.959096725277476,40.619729413316215,DYCD267,DYCD,OST,800-246-4646,Midwood Development Corporation,,718-376-0999,21K525,Edward R. Murrow HS,1600,Avenue L,Brooklyn,11230.00000000000,school,0.00000000000,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Midwood Dev.,1600 Avenue L,"Brooklyn, NY 11230",-73.959097,40.619729
-73.863118579703894,40.728208397205734,DOE_DYCD495,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,28Q139,PS 139,93-06,63rd Drive,Queens,11374.00000000000,School,250.00000000000,No,Yes,No,No,Yes,No,No,Full-time,250,yes,yes,yes,Virtual Y - YMCA of Greater NY,93-06 63rd Drive,"Queens, NY 11374",-73.863119,40.728208
-73.95027037761075,40.621841691039727,DYCD268,DYCD,OST,800-246-4646,Midwood Development Corporation,,718-376-0999,22K193,Gil Hodges Elementary School,2515,Avenue L,Brooklyn,11210.00000000000,school,0.00000000000,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Midwood Dev.,2515 Avenue L,"Brooklyn, NY 11210",-73.950270,40.621842
-73.951573248564841,40.612582786740575,DYCD269,DYCD,OST,800-246-4646,Midwood Development Corporation,,718-376-0999,22K197,PS 197,1599,East 22nd Street,Brooklyn,11210.00000000000,school,0.00000000000,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Midwood Dev.,1599 East 22nd Street,"Brooklyn, NY 11210",-73.951573,40.612583
-73.804178598257607,40.708427059020586,DYCD272,DYCD,OST,800-246-4646,Mt. Sinai School of Medicine,,212-650-6088,28Q680,Gateway to Health Sciences HS,150-91,87th Road,Queens,11432.00000000000,school,0.00000000000,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Mt. Sinai School of Medicine,150-91 87th Road,"Queens, NY 11432",-73.804179,40.708427
-74.039324663017354,40.627185638207926,DYCD273,DYCD,OST,800-246-4646,National Chorale,,212-333-5333,20K490,Fort Hamilton HS,8301,Shore Road,Brooklyn,11209.00000000000,school,0.00000000000,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - National Chorale,8301 Shore Road,"Brooklyn, NY 11209",-74.039325,40.627186
-73.949794741118538,40.66608880745202,DYCD428,DYCD,OST,800-246-4646,"Associated Beth Rivkah Schools, Inc",,718-735-0400,,Associated Beth Rivkah Schools,310,Crown Street,Brooklyn,11225.00000000000,center,0.00000000000,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Associated Beth Rivkah Schools,310 Crown Street,"Brooklyn, NY 11225",-73.949795,40.666089
-73.745299210048671,40.601396320264172,DYCD430,DYCD,OST,800-246-4646,Bnos Bias Yaakov,,718-337-6000,,Bnos Bias Yaakov,613,Beach 9th Street,Queens,11691.00000000000,center,0.00000000000,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Bnos Bias Yaakov,613 Beach 9th Street,"Queens, NY 11691",-73.745299,40.601396
-73.95420269739725,40.675012265510077,DYCD30,DYCD,OST,800-246-4646,Friends of Crown Heights Educational Center,,718-638-8686,,Friends of Crown Heights Educational Ctr.,671,Prospect Place,Brooklyn,11216.00000000000,center,0.00000000000,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Friends of Crown Heights Educational Center,671 Prospect Place,"Brooklyn, NY 11216",-73.954203,40.675012
-73.928844226457883,40.673405271430333,DYCD31,DYCD,OST,800-246-4646,George C. Conliffe Child Care Center,,718-778-1498,,George C. Conliffe Child Care Ctr.,1435,Prospect Place,Brooklyn,11213.00000000000,center,0.00000000000,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - George C. Conliffe Child Care Center,1435 Prospect Place,"Brooklyn, NY 11213",-73.928844,40.673405
-73.957271702822851,40.661708701258647,DYCD32,DYCD,OST,800-246-4646,Grace Preschool Day Care Center,,718-856-6700,,Grace Preschool Day Care Ctr.,1800,Bedford Avenue,Brooklyn,11225.00000000000,center,0.00000000000,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Grace Preschool Day Care Center,1800 Bedford Avenue,"Brooklyn, NY 11225",-73.957272,40.661709
-73.95143725610103,40.672854347857793,DYCD33,DYCD,OST,800-246-4646,Haitian American Day Care Center,,718-756-0253,,Haitian American Day Care Ctr.,813,Sterling Place,Brooklyn,11216.00000000000,center,0.00000000000,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Haitian American Day Care Center,813 Sterling Place,"Brooklyn, NY 11216",-73.951437,40.672854
-73.873978534124291,40.825011556055209,DYCD286,DYCD,OST,800-246-4646,New York Junior Tennis League,,718-786-7110,08X337,IS 337,1025,Morrison Avenue,Bronx,10472.00000000000,school,0.00000000000,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - NY Junior Tennis League,1025 Morrison Avenue,"Bronx, NY 10472",-73.873979,40.825012
-74.081576508744618,40.645298925518695,DYCD294,DYCD,OST,800-246-4646,Northfield Community LDC,,718-442-7351,31R450,Curtis High School,105,Hamilton Avenue,Staten Island,10301.00000000000,school,0.00000000000,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Northfield Comm. LDC,105 Hamilton Avenue,"Staten Island, NY 10301",-74.081577,40.645299
-73.855765414012595,40.82155671203531,DYCD295,DYCD,OST,800-246-4646,OPUS Dance Theatre and Community Services Inc.,,212-996-8413,08X305,Pablo Neruda Academy,1980,Lafayette Avenue,Bronx,10473.00000000000,school,0.00000000000,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - OPUS Dance Theatre and Comm. Services,1980 Lafayette Avenue,"Bronx, NY 10473",-73.855765,40.821557
-73.900205384538054,40.813832190692978,DOE_DYCD431,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,08X062,PS 62,660,Fox Street,Bronx,10455.00000000000,School,60.00000000000,No,Yes,No,No,Yes,No,No,Full-time,60,yes,yes,yes,Virtual Y - YMCA of Greater NY,660 Fox Street,"Bronx, NY 10455",-73.900205,40.813832
-74.127098300867701,40.630970902317102,DOE_DYCD504,DOE,Virtual Y,212-374-5472,YMCA of Greater New York,131624228,212-630-9729,31R019,PS 19,780,Post Avenue,Staten Island,10310.00000000000,School,50.00000000000,No,Yes,No,No,Yes,No,No,Full-time,50,yes,yes,yes,Virtual Y - YMCA of Greater NY,780 Post Avenue,"Staten Island, NY 10310",-74.127098,40.630971
