Country,year,remittances
Virgin Islands (U.S.),1975,..
West Bank and Gaza,1975,..
"Yemen, Rep.",1975,..
Zambia,1975,..
Zimbabwe,1975,..
Afghanistan,1976,..
Albania,1976,..
Algeria,1976,255
American Samoa,1976,..
Andorra,1976,..
Angola,1976,..
Antigua and Barbuda,1976,..
Argentina,1976,..
Armenia,1976,..
Aruba,1976,..
Australia,1976,305
Austria,1976,105
Azerbaijan,1976,..
"Bahamas, The",1976,..
Bahrain,1976,..
Bangladesh,1976,19
Barbados,1976,10
Belarus,1976,..
Belgium,1976,659
Belize,1976,..
Benin,1976,28
Bermuda,1976,..
Bhutan,1976,..
Bolivia,1976,1
Bosnia and Herzegovina,1976,..
Botswana,1976,61
Brazil,1976,81
Brunei,1976,..
Bulgaria,1976,..
Burkina Faso,1976,51
Burundi,1976,..
Cambodia,1976,..
Cameroon,1976,..
Canada,1976,..
Cape Verde,1976,..
Cayman Islands,1976,..
Central African Republic,1976,..
Chad,1976,..
Chile,1976,..
China,1976,..
Colombia,1976,51
Comoros,1976,..
"Congo, Dem. Rep.",1976,..
"Congo, Rep.",1976,..
Costa Rica,1976,..
Cote d'Ivoire,1976,14
Croatia,1976,..
Cuba,1976,..
Cyprus,1976,32
Czech Republic,1976,..
Denmark,1976,..
Djibouti,1976,..
Dominica,1976,1
Dominican Republic,1976,112
Ecuador,1976,3
"Egypt, Arab Rep.",1976,..
El Salvador,1976,11
Equatorial Guinea,1976,..
Eritrea,1976,..
Estonia,1976,..
Ethiopia,1976,..
Faeroe Islands,1976,..
Fiji,1976,..
Finland,1976,24
France,1976,653
French Polynesia,1976,..
Gabon,1976,..
"Gambia, The",1976,1
Georgia,1976,..
Germany,1976,450
Ghana,1976,..
Greece,1976,805
Greenland,1976,..
Grenada,1976,..
Guam,1976,..
Guatemala,1976,..
Guinea,1976,..
Guinea-Bissau,1976,..
Guyana,1976,..
Haiti,1976,75
Honduras,1976,1
"Hong Kong, China",1976,..
Hungary,1976,..
Iceland,1976,1
India,1976,642
Indonesia,1976,..
"Iran, Islamic Rep.",1976,..
Iraq,1976,0
Ireland,1976,..
Israel,1976,72
Italy,1976,1402
Jamaica,1976,89
Japan,1976,..
Jordan,1976,411
Kazakhstan,1976,..
Kenya,1976,9.9
Kiribati,1976,..
"Korea, Dem. Rep.",1976,..
"Korea, Rep.",1976,47
Kuwait,1976,..
Kyrgyz Republic,1976,..
Lao PDR,1976,..
Latvia,1976,..
Lebanon,1976,..
Lesotho,1976,138
Liberia,1976,..
Libya,1976,..
Liechtenstein,1976,..
Lithuania,1976,..
Luxembourg,1976,..
"Macao, China",1976,..
"Macedonia, FYR",1976,..
Madagascar,1976,1
Malawi,1976,..
Malaysia,1976,44
Maldives,1976,..
Mali,1976,18
Malta,1976,32
Marshall Islands,1976,..
Mauritania,1976,0.42201356
Mauritius,1976,..
Mayotte,1976,..
Mexico,1976,..
"Micronesia, Fed. Sts.",1976,..
Moldova,1976,..
Monaco,1976,..
Mongolia,1976,..
Morocco,1976,547
Mozambique,1976,..
Myanmar,1976,..
Namibia,1976,..
Nepal,1976,..
Netherlands,1976,329
Netherlands Antilles,1976,8
New Caledonia,1976,..
New Zealand,1976,127
Nicaragua,1976,..
Niger,1976,6
Nigeria,1976,..
Norway,1976,9
Oman,1976,..
Pakistan,1976,412
Palau,1976,..
Panama,1976,..
Papua New Guinea,1976,14
Paraguay,1976,7
Peru,1976,..
Philippines,1976,..
Poland,1976,..
Portugal,1976,924
Puerto Rico,1976,..
Qatar,1976,..
Romania,1976,..
Russian Federation,1976,..
Rwanda,1976,0
Samoa,1976,..
San Marino,1976,..
Sao Tome and Principe,1976,..
Saudi Arabia,1976,..
Senegal,1976,46
Serbia and Montenegro,1976,..
Seychelles,1976,..
Sierra Leone,1976,..
Singapore,1976,..
Slovak Republic,1976,..
Slovenia,1976,..
Solomon Islands,1976,..
Somalia,1976,..
South Africa,1976,29
Spain,1976,1380
Sri Lanka,1976,13
St. Kitts and Nevis,1976,..
St. Lucia,1976,..
St. Vincent and the Grenadines,1976,..
Sudan,1976,..
Suriname,1976,..
Swaziland,1976,10
Sweden,1976,41
Switzerland,1976,..
Syrian Arab Republic,1976,..
Tajikistan,1976,..
Tanzania,1976,..
Thailand,1976,24
Timor-Leste,1976,..
Togo,1976,7
Tonga,1976,5
Trinidad and Tobago,1976,2
Tunisia,1976,142
Turkey,1976,982
Turkmenistan,1976,..
Uganda,1976,..
Ukraine,1976,..
United Arab Emirates,1976,..
United Kingdom,1976,..
United States,1976,..
Uruguay,1976,..
Uzbekistan,1976,..
Vanuatu,1976,..
"Venezuela, RB",1976,..
Vietnam,1976,..
Virgin Islands (U.S.),1976,..
West Bank and Gaza,1976,..
"Yemen, Rep.",1976,..
Zambia,1976,..
Zimbabwe,1976,..
Afghanistan,1977,..
Albania,1977,..
Algeria,1977,349
American Samoa,1977,..
Andorra,1977,..
Angola,1977,..
Antigua and Barbuda,1977,..
Argentina,1977,..
Armenia,1977,..
Aruba,1977,..
Australia,1977,327
Austria,1977,119
Azerbaijan,1977,..
"Bahamas, The",1977,..
Bahrain,1977,..
Bangladesh,1977,79
Barbados,1977,10
Belarus,1977,..
Belgium,1977,755
Belize,1977,..
Benin,1977,39
Bermuda,1977,..
Bhutan,1977,..
Bolivia,1977,2
Bosnia and Herzegovina,1977,..
Botswana,1977,69
Brazil,1977,61
Brunei,1977,..
Bulgaria,1977,..
Burkina Faso,1977,60
Burundi,1977,..
Cambodia,1977,..
Cameroon,1977,..
Canada,1977,..
Cape Verde,1977,24
Cayman Islands,1977,..
Central African Republic,1977,2
Chad,1977,..
Chile,1977,..
China,1977,..
Colombia,1977,82
Comoros,1977,..
"Congo, Dem. Rep.",1977,..
"Congo, Rep.",1977,..
Costa Rica,1977,2
Cote d'Ivoire,1977,16
Croatia,1977,..
Cuba,1977,..
Cyprus,1977,51
Czech Republic,1977,..
Denmark,1977,..
Djibouti,1977,..
Dominica,1977,3
Dominican Republic,1977,124
Ecuador,1977,3
"Egypt, Arab Rep.",1977,928
El Salvador,1977,54
Equatorial Guinea,1977,..
Eritrea,1977,..
Estonia,1977,..
Ethiopia,1977,4
Faeroe Islands,1977,..
Fiji,1977,..
Finland,1977,47
France,1977,1261
French Polynesia,1977,..
Gabon,1977,..
"Gambia, The",1977,1
Georgia,1977,..
Germany,1977,536
Ghana,1977,..
Greece,1977,940
Greenland,1977,..
Grenada,1977,..
Guam,1977,..
Guatemala,1977,14
Guinea,1977,..
Guinea-Bissau,1977,..
Guyana,1977,..
Haiti,1977,75
Honduras,1977,1
"Hong Kong, China",1977,..
Hungary,1977,..
Iceland,1977,2
India,1977,934
Indonesia,1977,..
"Iran, Islamic Rep.",1977,..
Iraq,1977,0
Ireland,1977,..
Israel,1977,106
Italy,1977,2162
Jamaica,1977,82
Japan,1977,90
Jordan,1977,470
Kazakhstan,1977,..
Kenya,1977,18.48
Kiribati,1977,..
"Korea, Dem. Rep.",1977,..
"Korea, Rep.",1977,103
Kuwait,1977,..
Kyrgyz Republic,1977,..
Lao PDR,1977,..
Latvia,1977,..
Lebanon,1977,..
Lesotho,1977,165
Liberia,1977,..
Libya,1977,..
Liechtenstein,1977,..
Lithuania,1977,..
Luxembourg,1977,..
"Macao, China",1977,..
"Macedonia, FYR",1977,..
Madagascar,1977,0.325628488
Malawi,1977,..
Malaysia,1977,50
Maldives,1977,..
Mali,1977,26
Malta,1977,36
Marshall Islands,1977,..
Mauritania,1977,0.307104534
Mauritius,1977,..
Mayotte,1977,..
Mexico,1977,..
"Micronesia, Fed. Sts.",1977,..
Moldova,1977,..
Monaco,1977,..
Mongolia,1977,..
Morocco,1977,590
Mozambique,1977,..
Myanmar,1977,..
Namibia,1977,..
Nepal,1977,..
Netherlands,1977,401
Netherlands Antilles,1977,6
New Caledonia,1977,..
New Zealand,1977,144
Nicaragua,1977,4
Niger,1977,6
Nigeria,1977,20
Norway,1977,66
Oman,1977,..
Pakistan,1977,872
Palau,1977,..
Panama,1977,104
Papua New Guinea,1977,9
Paraguay,1977,18
Peru,1977,..
Philippines,1977,339
Poland,1977,..
Portugal,1977,1197
Puerto Rico,1977,..
Qatar,1977,..
Romania,1977,..
Russian Federation,1977,..
Rwanda,1977,1
Samoa,1977,6
San Marino,1977,..
Sao Tome and Principe,1977,..
Saudi Arabia,1977,..
Senegal,1977,43
Serbia and Montenegro,1977,..
Seychelles,1977,..
Sierra Leone,1977,..
Singapore,1977,..
Slovak Republic,1977,..
Slovenia,1977,..
Solomon Islands,1977,..
Somalia,1977,..
South Africa,1977,29
Spain,1977,1463
Sri Lanka,1977,18
St. Kitts and Nevis,1977,..
St. Lucia,1977,..
St. Vincent and the Grenadines,1977,..
Sudan,1977,40
Suriname,1977,3
Swaziland,1977,12
Sweden,1977,61
Switzerland,1977,406
Syrian Arab Republic,1977,92
Tajikistan,1977,..
Tanzania,1977,..
Thailand,1977,45
Timor-Leste,1977,..
Togo,1977,8
Tonga,1977,6
Trinidad and Tobago,1977,1
Tunisia,1977,168
Turkey,1977,982
Turkmenistan,1977,..
Uganda,1977,..
Ukraine,1977,..
United Arab Emirates,1977,..
United Kingdom,1977,..
United States,1977,460
Uruguay,1977,..
Uzbekistan,1977,..
Vanuatu,1977,..
"Venezuela, RB",1977,..
Vietnam,1977,..
Virgin Islands (U.S.),1977,..
West Bank and Gaza,1977,..
"Yemen, Rep.",1977,..
Zambia,1977,..
Zimbabwe,1977,18
Afghanistan,1978,..
Albania,1978,..
Algeria,1978,393
American Samoa,1978,..
Andorra,1978,..
Angola,1978,..
Antigua and Barbuda,1978,..
Argentina,1978,26
Armenia,1978,..
Aruba,1978,..
Australia,1978,416
Austria,1978,154
Azerbaijan,1978,..
"Bahamas, The",1978,..
Bahrain,1978,..
Bangladesh,1978,115
Barbados,1978,12
Belarus,1978,..
Belgium,1978,956
Belize,1978,..
Benin,1978,56
Bermuda,1978,..
Bhutan,1978,..
Bolivia,1978,2
Bosnia and Herzegovina,1978,..
Botswana,1978,57
Brazil,1978,113
Brunei,1978,..
Bulgaria,1978,..
Burkina Faso,1978,78
Burundi,1978,..
Cambodia,1978,..
Cameroon,1978,..
Canada,1978,..
Cape Verde,1978,24
Cayman Islands,1978,..
Central African Republic,1978,1
Chad,1978,..
Chile,1978,..
China,1978,537.3
Colombia,1978,76
Comoros,1978,..
"Congo, Dem. Rep.",1978,..
"Congo, Rep.",1978,2
Costa Rica,1978,3
Cote d'Ivoire,1978,22
Croatia,1978,..
Cuba,1978,..
Cyprus,1978,69
Czech Republic,1978,..
Denmark,1978,..
Djibouti,1978,..
Dominica,1978,6
Dominican Republic,1978,132
Ecuador,1978,3
"Egypt, Arab Rep.",1978,1773
El Salvador,1978,68
Equatorial Guinea,1978,..
Eritrea,1978,..
Estonia,1978,..
Ethiopia,1978,7
Faeroe Islands,1978,..
Fiji,1978,..
Finland,1978,65
France,1978,1582
French Polynesia,1978,..
Gabon,1978,0.088630537
"Gambia, The",1978,1
Georgia,1978,..
Germany,1978,731
Ghana,1978,..
Greece,1978,989
Greenland,1978,..
Grenada,1978,..
Guam,1978,..
Guatemala,1978,22
Guinea,1978,..
Guinea-Bissau,1978,..
Guyana,1978,..
Haiti,1978,76
Honduras,1978,1
"Hong Kong, China",1978,..
Hungary,1978,..
Iceland,1978,2
India,1978,1165
Indonesia,1978,..
"Iran, Islamic Rep.",1978,..
Iraq,1978,..
Ireland,1978,..
Israel,1978,194
Italy,1978,2997
Jamaica,1978,69
Japan,1978,130
Jordan,1978,521
Kazakhstan,1978,..
Kenya,1978,26.4
Kiribati,1978,..
"Korea, Dem. Rep.",1978,..
"Korea, Rep.",1978,105
Kuwait,1978,..
Kyrgyz Republic,1978,..
Lao PDR,1978,..
Latvia,1978,..
Lebanon,1978,..
Lesotho,1978,177
Liberia,1978,..
Libya,1978,..
Liechtenstein,1978,..
Lithuania,1978,..
Luxembourg,1978,..
"Macao, China",1978,..
"Macedonia, FYR",1978,..
Madagascar,1978,0.398838936
Malawi,1978,..
Malaysia,1978,47
Maldives,1978,..
Mali,1978,44
Malta,1978,26
Marshall Islands,1978,..
Mauritania,1978,1
Mauritius,1978,..
Mayotte,1978,..
Mexico,1978,..
"Micronesia, Fed. Sts.",1978,..
Moldova,1978,..
Monaco,1978,..
Mongolia,1978,..
Morocco,1978,763
Mozambique,1978,..
Myanmar,1978,..
Namibia,1978,..
Nepal,1978,..
Netherlands,1978,447
Netherlands Antilles,1978,6
New Caledonia,1978,..
New Zealand,1978,156
Nicaragua,1978,4
Niger,1978,8
Nigeria,1978,3
Norway,1978,68
Oman,1978,29
Pakistan,1978,1309
Palau,1978,..
Panama,1978,121
Papua New Guinea,1978,9
Paraguay,1978,38
Peru,1978,..
Philippines,1978,446
Poland,1978,..
Portugal,1978,1697
Puerto Rico,1978,..
Qatar,1978,..
Romania,1978,..
Russian Federation,1978,..
Rwanda,1978,2
Samoa,1978,12
San Marino,1978,..
Sao Tome and Principe,1978,0.298716148
Saudi Arabia,1978,..
Senegal,1978,56
Serbia and Montenegro,1978,..
Seychelles,1978,..
Sierra Leone,1978,..
Singapore,1978,..
Slovak Republic,1978,..
Slovenia,1978,..
Solomon Islands,1978,..
Somalia,1978,..
South Africa,1978,44
Spain,1978,1734
Sri Lanka,1978,39
St. Kitts and Nevis,1978,..
St. Lucia,1978,..
St. Vincent and the Grenadines,1978,..
Sudan,1978,69
Suriname,1978,5
Swaziland,1978,14
Sweden,1978,49
Switzerland,1978,537
Syrian Arab Republic,1978,636
Tajikistan,1978,..
Tanzania,1978,0.129667209
Thailand,1978,104
Timor-Leste,1978,..
Togo,1978,9
Tonga,1978,6
Trinidad and Tobago,1978,1
Tunisia,1978,221
Turkey,1978,983
Turkmenistan,1978,..
Uganda,1978,..
Ukraine,1978,..
United Arab Emirates,1978,..
United Kingdom,1978,..
United States,1978,620
Uruguay,1978,..
Uzbekistan,1978,..
Vanuatu,1978,..
"Venezuela, RB",1978,..
Vietnam,1978,..
Virgin Islands (U.S.),1978,..
West Bank and Gaza,1978,..
"Yemen, Rep.",1978,..
Zambia,1978,0
Zimbabwe,1978,13
Afghanistan,1979,..
Albania,1979,..
Algeria,1979,417
American Samoa,1979,..
Andorra,1979,..
Angola,1979,..
Antigua and Barbuda,1979,..
Argentina,1979,42
Armenia,1979,..
Aruba,1979,..
Australia,1979,496
Austria,1979,198
Azerbaijan,1979,..
"Bahamas, The",1979,..
Bahrain,1979,..
Bangladesh,1979,171
Barbados,1979,14
Belarus,1979,..
Belgium,1979,1042
Belize,1979,..
Benin,1979,73
Bermuda,1979,..
Bhutan,1979,..
Bolivia,1979,1
Bosnia and Herzegovina,1979,..
Botswana,1979,58
Brazil,1979,73
Brunei,1979,..
Bulgaria,1979,..
Burkina Faso,1979,110
Burundi,1979,..
Cambodia,1979,..
Cameroon,1979,3
Canada,1979,..
Cape Verde,1979,24
Cayman Islands,1979,..
Central African Republic,1979,..
Chad,1979,..
Chile,1979,..
China,1979,590.4
Colombia,1979,101
Comoros,1979,..
"Congo, Dem. Rep.",1979,..
"Congo, Rep.",1979,3
Costa Rica,1979,3
Cote d'Ivoire,1979,28
Croatia,1979,..
Cuba,1979,..
Cyprus,1979,76
Czech Republic,1979,..
Denmark,1979,..
Djibouti,1979,..
Dominica,1979,9
Dominican Republic,1979,161
Ecuador,1979,3
"Egypt, Arab Rep.",1979,2214
El Salvador,1979,100
Equatorial Guinea,1979,..
Eritrea,1979,..
Estonia,1979,..
Ethiopia,1979,9
Faeroe Islands,1979,..
Fiji,1979,4
Finland,1979,91
France,1979,1921
French Polynesia,1979,..
Gabon,1979,0.094019582
"Gambia, The",1979,1
Georgia,1979,..
Germany,1979,849
Ghana,1979,1
Greece,1979,1181
Greenland,1979,..
Grenada,1979,..
Guam,1979,..
Guatemala,1979,24
Guinea,1979,..
Guinea-Bissau,1979,..
Guyana,1979,..
Haiti,1979,85
Honduras,1979,2
"Hong Kong, China",1979,..
Hungary,1979,..
Iceland,1979,2
India,1979,1437
Indonesia,1979,..
"Iran, Islamic Rep.",1979,..
Iraq,1979,..
Ireland,1979,..
Israel,1979,335
Italy,1979,3699
Jamaica,1979,90
Japan,1979,160
Jordan,1979,601
Kazakhstan,1979,..
Kenya,1979,19.14
Kiribati,1979,2
"Korea, Dem. Rep.",1979,..
"Korea, Rep.",1979,101
Kuwait,1979,..
Kyrgyz Republic,1979,..
Lao PDR,1979,..
Latvia,1979,..
Lebanon,1979,..
Lesotho,1979,212
Liberia,1979,..
Libya,1979,..
Liechtenstein,1979,..
Lithuania,1979,..
Luxembourg,1979,..
"Macao, China",1979,..
"Macedonia, FYR",1979,..
Madagascar,1979,0.04700997
Malawi,1979,..
Malaysia,1979,44
Maldives,1979,..
Mali,1979,54
Malta,1979,29
Marshall Islands,1979,..
Mauritania,1979,2
Mauritius,1979,..
Mayotte,1979,..
Mexico,1979,177
"Micronesia, Fed. Sts.",1979,..
Moldova,1979,..
Monaco,1979,..
Mongolia,1979,..
Morocco,1979,948
Mozambique,1979,..
Myanmar,1979,..
Namibia,1979,..
Nepal,1979,..
Netherlands,1979,551
Netherlands Antilles,1979,6
New Caledonia,1979,..
New Zealand,1979,207
Nicaragua,1979,5
Niger,1979,9
Nigeria,1979,8
Norway,1979,73
Oman,1979,33
Pakistan,1979,1502
Palau,1979,..
Panama,1979,136
Papua New Guinea,1979,9
Paraguay,1979,36
Peru,1979,..
Philippines,1979,556
Poland,1979,..
Portugal,1979,2486
Puerto Rico,1979,..
Qatar,1979,..
Romania,1979,..
Russian Federation,1979,..
Rwanda,1979,5
Samoa,1979,13
San Marino,1979,..
Sao Tome and Principe,1979,1
Saudi Arabia,1979,..
Senegal,1979,56
Serbia and Montenegro,1979,..
Seychelles,1979,..
Sierra Leone,1979,..
Singapore,1979,..
Slovak Republic,1979,..
Slovenia,1979,..
Solomon Islands,1979,..
Somalia,1979,37
South Africa,1979,51
Spain,1979,1896
Sri Lanka,1979,60
St. Kitts and Nevis,1979,..
St. Lucia,1979,..
St. Vincent and the Grenadines,1979,..
Sudan,1979,128
Suriname,1979,5
Swaziland,1979,17
Sweden,1979,47
Switzerland,1979,592
Syrian Arab Republic,1979,901
Tajikistan,1979,..
Tanzania,1979,..
Thailand,1979,189
Timor-Leste,1979,..
Togo,1979,8
Tonga,1979,6
Trinidad and Tobago,1979,1
Tunisia,1979,283
Turkey,1979,1694
Turkmenistan,1979,..
Uganda,1979,..
Ukraine,1979,..
United Arab Emirates,1979,..
United Kingdom,1979,..
United States,1979,480
Uruguay,1979,4
Uzbekistan,1979,..
Vanuatu,1979,..
"Venezuela, RB",1979,0
Vietnam,1979,..
Virgin Islands (U.S.),1979,..
West Bank and Gaza,1979,..
"Yemen, Rep.",1979,..
Zambia,1979,0
Zimbabwe,1979,19
Afghanistan,1980,..
Albania,1980,..
Algeria,1980,406
American Samoa,1980,..
Andorra,1980,..
Angola,1980,..
Antigua and Barbuda,1980,..
Argentina,1980,56
Armenia,1980,..
Aruba,1980,..
Australia,1980,632
Austria,1980,245
Azerbaijan,1980,..
"Bahamas, The",1980,..
Bahrain,1980,..
Bangladesh,1980,339
Barbados,1980,9
Belarus,1980,..
Belgium,1980,1139
Belize,1980,..
Benin,1980,77
Bermuda,1980,..
Bhutan,1980,..
Bolivia,1980,1
Bosnia and Herzegovina,1980,..
Botswana,1980,77
Brazil,1980,111
Brunei,1980,..
Bulgaria,1980,..
Burkina Faso,1980,150
Burundi,1980,..
Cambodia,1980,..
Cameroon,1980,29
Canada,1980,..
Cape Verde,1980,40
Cayman Islands,1980,..
Central African Republic,1980,0.037864525
Chad,1980,..
Chile,1980,..
China,1980,576
Colombia,1980,106
Comoros,1980,2
"Congo, Dem. Rep.",1980,..
"Congo, Rep.",1980,3
Costa Rica,1980,4
Cote d'Ivoire,1980,32
Croatia,1980,..
Cuba,1980,..
Cyprus,1980,94
Czech Republic,1980,..
Denmark,1980,..
Djibouti,1980,..
Dominica,1980,9
Dominican Republic,1980,183
Ecuador,1980,3
"Egypt, Arab Rep.",1980,2696
El Salvador,1980,49
Equatorial Guinea,1980,..
Eritrea,1980,..
Estonia,1980,..
Ethiopia,1980,12
Faeroe Islands,1980,..
Fiji,1980,5
Finland,1980,106
France,1980,1440
French Polynesia,1980,..
Gabon,1980,0.047330656
"Gambia, The",1980,2
Georgia,1980,..
Germany,1980,838
Ghana,1980,1
Greece,1980,1119
Greenland,1980,..
Grenada,1980,..
Guam,1980,..
Guatemala,1980,26
Guinea,1980,..
Guinea-Bissau,1980,..
Guyana,1980,..
Haiti,1980,106
Honduras,1980,2
"Hong Kong, China",1980,..
Hungary,1980,..
Iceland,1980,2
India,1980,2757
Indonesia,1980,..
"Iran, Islamic Rep.",1980,..
Iraq,1980,..
Ireland,1980,..
Israel,1980,421
Italy,1980,4013
Jamaica,1980,96
Japan,1980,140
Jordan,1980,794
Kazakhstan,1980,..
Kenya,1980,27.72
Kiribati,1980,2
"Korea, Dem. Rep.",1980,..
"Korea, Rep.",1980,235
Kuwait,1980,..
Kyrgyz Republic,1980,..
Lao PDR,1980,..
Latvia,1980,..
Lebanon,1980,..
Lesotho,1980,263
Liberia,1980,..
Libya,1980,..
Liechtenstein,1980,..
Lithuania,1980,..
Luxembourg,1980,..
"Macao, China",1980,..
"Macedonia, FYR",1980,..
Madagascar,1980,0.378646693
Malawi,1980,..
Malaysia,1980,41
Maldives,1980,..
Mali,1980,59
Malta,1980,35
Marshall Islands,1980,..
Mauritania,1980,6
Mauritius,1980,..
Mayotte,1980,..
Mexico,1980,1039
"Micronesia, Fed. Sts.",1980,..
Moldova,1980,..
Monaco,1980,..
Mongolia,1980,..
Morocco,1980,1054
Mozambique,1980,53
Myanmar,1980,..
Namibia,1980,..
Nepal,1980,..
Netherlands,1980,604
Netherlands Antilles,1980,6
New Caledonia,1980,..
New Zealand,1980,256
Nicaragua,1980,..
Niger,1980,11
Nigeria,1980,22
Norway,1980,102
Oman,1980,35
Pakistan,1980,2048
Palau,1980,..
Panama,1980,65
Papua New Guinea,1980,5
Paraguay,1980,52
Peru,1980,..
Philippines,1980,626
Poland,1980,..
Portugal,1980,2968
Puerto Rico,1980,..
Qatar,1980,..
Romania,1980,..
Russian Federation,1980,..
Rwanda,1980,3
Samoa,1980,19
San Marino,1980,..
Sao Tome and Principe,1980,1
Saudi Arabia,1980,..
Senegal,1980,77
Serbia and Montenegro,1980,..
Seychelles,1980,..
Sierra Leone,1980,0.095256453
Singapore,1980,..
Slovak Republic,1980,..
Slovenia,1980,..
Solomon Islands,1980,..
Somalia,1980,57
South Africa,1980,67
Spain,1980,2188
Sri Lanka,1980,152
St. Kitts and Nevis,1980,1
St. Lucia,1980,..
St. Vincent and the Grenadines,1980,..
Sudan,1980,262
Suriname,1980,6
Swaziland,1980,35
Sweden,1980,66
Switzerland,1980,609
Syrian Arab Republic,1980,774
Tajikistan,1980,..
Tanzania,1980,..
Thailand,1980,383
Timor-Leste,1980,..
Togo,1980,10
Tonga,1980,6
Trinidad and Tobago,1980,6
Tunisia,1980,319
Turkey,1980,2071
Turkmenistan,1980,..
Uganda,1980,..
Ukraine,1980,..
United Arab Emirates,1980,..
United Kingdom,1980,..
United States,1980,340
Uruguay,1980,..
Uzbekistan,1980,..
Vanuatu,1980,..
"Venezuela, RB",1980,..
Vietnam,1980,..
Virgin Islands (U.S.),1980,..
West Bank and Gaza,1980,..
"Yemen, Rep.",1980,..
Zambia,1980,..
Zimbabwe,1980,17
Afghanistan,1981,..
Albania,1981,..
Algeria,1981,447
American Samoa,1981,..
Andorra,1981,..
Angola,1981,..
Antigua and Barbuda,1981,..
Argentina,1981,42
Armenia,1981,..
Aruba,1981,..
Australia,1981,741
Austria,1981,224
Azerbaijan,1981,..
"Bahamas, The",1981,..
Bahrain,1981,..
Bangladesh,1981,381
Barbados,1981,11
Belarus,1981,..
Belgium,1981,949
Belize,1981,..
Benin,1981,62
Bermuda,1981,..
Bhutan,1981,..
Bolivia,1981,5
Bosnia and Herzegovina,1981,..
Botswana,1981,75
Brazil,1981,124
Brunei,1981,..
Bulgaria,1981,..
Burkina Faso,1981,153
Burundi,1981,..
Cambodia,1981,..
Cameroon,1981,29
Canada,1981,..
Cape Verde,1981,32
Cayman Islands,1981,..
Central African Republic,1981,0.011040312
Chad,1981,..
Chile,1981,..
China,1981,417.6
Colombia,1981,160
Comoros,1981,1
"Congo, Dem. Rep.",1981,..
"Congo, Rep.",1981,..
Costa Rica,1981,2
Cote d'Ivoire,1981,31
Croatia,1981,..
Cuba,1981,..
Cyprus,1981,83
Czech Republic,1981,..
Denmark,1981,..
Djibouti,1981,..
Dominica,1981,9
Dominican Republic,1981,183
Ecuador,1981,3
"Egypt, Arab Rep.",1981,2181
El Salvador,1981,72
Equatorial Guinea,1981,..
Eritrea,1981,..
Estonia,1981,..
Ethiopia,1981,10
Faeroe Islands,1981,..
Fiji,1981,9
Finland,1981,96
France,1981,1278
French Polynesia,1981,..
Gabon,1981,0.184005199
"Gambia, The",1981,4
Georgia,1981,..
Germany,1981,2118
Ghana,1981,1
Greece,1981,1169
Greenland,1981,..
Grenada,1981,..
Guam,1981,..
Guatemala,1981,25
Guinea,1981,..
Guinea-Bissau,1981,..
Guyana,1981,..
Haiti,1981,127
Honduras,1981,2
"Hong Kong, China",1981,..
Hungary,1981,..
Iceland,1981,3
India,1981,2301
Indonesia,1981,..
"Iran, Islamic Rep.",1981,..
Iraq,1981,..
Ireland,1981,..
Israel,1981,532
Italy,1981,3532
Jamaica,1981,107
Japan,1981,190
Jordan,1981,1033
Kazakhstan,1981,..
Kenya,1981,78.54
Kiribati,1981,2
"Korea, Dem. Rep.",1981,..
"Korea, Rep.",1981,294
Kuwait,1981,..
Kyrgyz Republic,1981,..
Lao PDR,1981,..
Latvia,1981,..
Lebanon,1981,..
Lesotho,1981,291
Liberia,1981,..
Libya,1981,..
Liechtenstein,1981,..
Lithuania,1981,..
Luxembourg,1981,..
"Macao, China",1981,..
"Macedonia, FYR",1981,..
Madagascar,1981,0.220807081
Malawi,1981,..
Malaysia,1981,42
Maldives,1981,..
Mali,1981,48
Malta,1981,28
Marshall Islands,1981,..
Mauritania,1981,4
Mauritius,1981,..
Mayotte,1981,..
Mexico,1981,1220
"Micronesia, Fed. Sts.",1981,..
Moldova,1981,..
Monaco,1981,..
Mongolia,1981,..
Morocco,1981,1014
Mozambique,1981,65
Myanmar,1981,..
Namibia,1981,..
Nepal,1981,..
Netherlands,1981,556
Netherlands Antilles,1981,7
New Caledonia,1981,..
New Zealand,1981,260
Nicaragua,1981,..
Niger,1981,9
Nigeria,1981,16
Norway,1981,125
Oman,1981,41
Pakistan,1981,2067
Palau,1981,..
Panama,1981,62
Papua New Guinea,1981,5
Paraguay,1981,63
Peru,1981,..
Philippines,1981,800
Poland,1981,..
Portugal,1981,2876
Puerto Rico,1981,..
Qatar,1981,..
Romania,1981,..
Russian Federation,1981,..
Rwanda,1981,4
Samoa,1981,19
San Marino,1981,..
Sao Tome and Principe,1981,1
Saudi Arabia,1981,..
Senegal,1981,68
Serbia and Montenegro,1981,..
Seychelles,1981,..
Sierra Leone,1981,..
Singapore,1981,..
Slovak Republic,1981,..
Slovenia,1981,..
Solomon Islands,1981,..
Somalia,1981,7
South Africa,1981,87
Spain,1981,1816
Sri Lanka,1981,230
St. Kitts and Nevis,1981,1
St. Lucia,1981,..
St. Vincent and the Grenadines,1981,..
Sudan,1981,384
Suriname,1981,6
Swaziland,1981,40
Sweden,1981,68
Switzerland,1981,443
Syrian Arab Republic,1981,436
Tajikistan,1981,..
Tanzania,1981,..
Thailand,1981,478
Timor-Leste,1981,..
Togo,1981,8
Tonga,1981,6
Trinidad and Tobago,1981,4
